year,date,time,lat,lon,data
2025,09-28,06:00,42.607817,-113.786817,12.0
2025,09-28,08:00,42.607817,-113.786817,7.0
2025,09-28,10:00,42.607817,-113.786817,8.9
2025,09-28,12:00,42.607817,-113.786817,8.9
2025,09-28,14:00,42.607817,-113.786817,8.9
2025,09-28,16:00,42.607817,-113.786817,7.7
2025,09-28,18:00,42.607817,-113.786817,7.7
2025,09-28,20:00,42.607817,-113.786817,17.0
2025,09-28,22:00,42.607817,-113.786817,7.7
2025,09-28,00:00,40.800717,-81.373,9.6
2025,09-28,02:00,40.800717,-81.373,16.0
2025,09-28,04:00,40.800717,-81.373,24.7
2025,09-28,06:00,40.800717,-81.373,18.7
2025,09-28,08:00,40.800717,-81.373,15.1
2025,09-28,10:00,40.800717,-81.373,11.7
2025,09-28,12:00,40.800717,-81.373,11.6
2025,09-28,14:00,40.800717,-81.373,8.9
2025,09-28,16:00,40.800717,-81.373,9.7
2025,09-28,18:00,40.800717,-81.373,9.0
2025,09-28,20:00,40.800717,-81.373,9.2
2025,09-28,22:00,40.800717,-81.373,9.7
2025,09-28,00:00,43.07378,-89.43595,10.0
2025,09-28,02:00,43.07378,-89.43595,12.0
2025,09-28,04:00,43.07378,-89.43595,7.0
2025,09-28,06:00,43.07378,-89.43595,4.0
2025,09-28,08:00,43.07378,-89.43595,4.0
2025,09-28,10:00,43.07378,-89.43595,4.0
2025,09-28,12:00,43.07378,-89.43595,4.0
2025,09-28,14:00,43.07378,-89.43595,6.0
2025,09-28,16:00,43.07378,-89.43595,4.0
2025,09-28,18:00,43.07378,-89.43595,5.0
2025,09-28,20:00,43.07378,-89.43595,5.0
2025,09-28,22:00,43.07378,-89.43595,8.0
2025,09-28,00:00,36.1994,-120.0991,6.0
2025,09-28,02:00,36.1994,-120.0991,7.0
2025,09-28,04:00,36.1994,-120.0991,3.0
2025,09-28,06:00,36.1994,-120.0991,5.0
2025,09-28,08:00,36.1994,-120.0991,6.0
2025,09-28,10:00,36.1994,-120.0991,5.0
2025,09-28,12:00,36.1994,-120.0991,2.0
2025,09-28,14:00,36.1994,-120.0991,2.0
2025,09-28,16:00,36.1994,-120.0991,8.0
2025,09-28,18:00,36.1994,-120.0991,2.0
2025,09-28,20:00,36.1994,-120.0991,5.0
2025,09-28,22:00,36.1994,-120.0991,5.0
2025,09-28,00:00,35.705338,-88.81959,8.2
2025,09-28,02:00,35.705338,-88.81959,10.1
2025,09-28,04:00,35.705338,-88.81959,13.3
2025,09-28,06:00,35.705338,-88.81959,3.9
2025,09-28,08:00,35.705338,-88.81959,8.9
2025,09-28,10:00,35.705338,-88.81959,9.7
2025,09-28,12:00,35.705338,-88.81959,2.9
2025,09-28,14:00,35.705338,-88.81959,11.1
2025,09-28,16:00,35.705338,-88.81959,5.4
2025,09-28,18:00,35.705338,-88.81959,5.8
2025,09-28,22:00,35.705338,-88.81959,6.3
2025,09-28,00:00,45.542767,-73.572039,9.2
2025,09-28,02:00,45.542767,-73.572039,9.0
2025,09-28,04:00,45.542767,-73.572039,8.7
2025,09-28,06:00,45.542767,-73.572039,6.6
2025,09-28,08:00,45.542767,-73.572039,6.4
2025,09-28,10:00,45.542767,-73.572039,6.8
2025,09-28,12:00,45.542767,-73.572039,8.3
2025,09-28,14:00,45.542767,-73.572039,7.6
2025,09-28,16:00,45.542767,-73.572039,7.8
2025,09-28,18:00,45.542767,-73.572039,4.5
2025,09-28,20:00,45.542767,-73.572039,3.5
2025,09-28,22:00,45.542767,-73.572039,3.7
2025,09-28,00:00,40.7955,-111.9309,3.9
2025,09-28,02:00,40.7955,-111.9309,3.9
2025,09-28,04:00,40.7955,-111.9309,3.2
2025,09-28,06:00,40.7955,-111.9309,3.3
2025,09-28,08:00,40.7955,-111.9309,2.2
2025,09-28,10:00,40.7955,-111.9309,2.7
2025,09-28,12:00,40.7955,-111.9309,1.7
2025,09-28,14:00,40.7955,-111.9309,2.3
2025,09-28,16:00,40.7955,-111.9309,3.2
2025,09-28,18:00,40.7955,-111.9309,2.7
2025,09-28,20:00,40.7955,-111.9309,2.2
2025,09-28,22:00,40.7955,-111.9309,1.8
2025,09-28,00:00,44.817398,-68.772762,6.3
2025,09-28,02:00,44.817398,-68.772762,6.2
2025,09-28,04:00,44.817398,-68.772762,5.8
2025,09-28,06:00,44.817398,-68.772762,5.6
2025,09-28,08:00,44.817398,-68.772762,5.5
2025,09-28,10:00,44.817398,-68.772762,5.8
2025,09-28,12:00,44.817398,-68.772762,6.1
2025,09-28,14:00,44.817398,-68.772762,6.8
2025,09-28,16:00,44.817398,-68.772762,6.4
2025,09-28,18:00,44.817398,-68.772762,6.4
2025,09-28,20:00,44.817398,-68.772762,6.9
2025,09-28,22:00,44.817398,-68.772762,5.9
2025,09-28,00:00,32.4975,-116.976944,8.66790154
2025,09-28,02:00,32.4975,-116.976944,6.71075266
2025,09-28,04:00,32.4975,-116.976944,8.44980605
2025,09-28,06:00,32.4975,-116.976944,12.3181534
2025,09-28,08:00,32.4975,-116.976944,19.820711
2025,09-28,10:00,32.4975,-116.976944,16.3159251
2025,09-28,14:00,32.4975,-116.976944,18.3734803
2025,09-28,16:00,32.4975,-116.976944,18.0405833
2025,09-28,18:00,32.4975,-116.976944,12.6165339
2025,09-28,20:00,32.4975,-116.976944,11.1722232
2025,09-28,22:00,32.4975,-116.976944,16.050648
2025,09-28,00:00,19.115858,-98.277487,35.9321815333333
2025,09-28,02:00,19.115858,-98.277487,29.6565906416667
2025,09-28,04:00,19.115858,-98.277487,29.41664925
2025,09-28,06:00,19.115858,-98.277487,9.68960666249999
2025,09-28,08:00,19.115858,-98.277487,3.889873175
2025,09-28,10:00,19.115858,-98.277487,7.6198057375
2025,09-28,12:00,19.115858,-98.277487,2.71776921777777
2025,09-28,14:00,19.115858,-98.277487,11.0963217999999
2025,09-28,16:00,19.115858,-98.277487,20.3008105
2025,09-28,18:00,19.115858,-98.277487,19.3932079833333
2025,09-28,20:00,19.115858,-98.277487,0.8775325875
2025,09-28,22:00,19.115858,-98.277487,33.2968365333333
2025,09-28,00:00,43.457764,-110.797994,3.0
2025,09-28,02:00,43.457764,-110.797994,1.4
2025,09-28,04:00,43.457764,-110.797994,3.8
2025,09-28,06:00,43.457764,-110.797994,0.3
2025,09-28,08:00,43.457764,-110.797994,3.1
2025,09-28,10:00,43.457764,-110.797994,-1.9
2025,09-28,12:00,43.457764,-110.797994,-0.5
2025,09-28,14:00,43.457764,-110.797994,-0.1
2025,09-28,16:00,43.457764,-110.797994,3.0
2025,09-28,18:00,43.457764,-110.797994,4.6
2025,09-28,20:00,43.457764,-110.797994,2.9
2025,09-28,22:00,43.457764,-110.797994,-1.8
2025,09-28,00:00,41.308825,-105.549137,6.3
2025,09-28,02:00,41.308825,-105.549137,8.1
2025,09-28,04:00,41.308825,-105.549137,5.3
2025,09-28,06:00,41.308825,-105.549137,4.9
2025,09-28,08:00,41.308825,-105.549137,5.1
2025,09-28,10:00,41.308825,-105.549137,4.1
2025,09-28,12:00,41.308825,-105.549137,6.1
2025,09-28,14:00,41.308825,-105.549137,1.4
2025,09-28,16:00,41.308825,-105.549137,-0.9
2025,09-28,18:00,41.308825,-105.549137,1.2
2025,09-28,20:00,41.308825,-105.549137,1.5
2025,09-28,22:00,41.308825,-105.549137,0.7
2025,09-28,00:00,52.832459,-119.269821,0.5
2025,09-28,02:00,52.832459,-119.269821,0.2
2025,09-28,04:00,52.832459,-119.269821,1.1
2025,09-28,06:00,52.832459,-119.269821,6.8
2025,09-28,08:00,52.832459,-119.269821,1.5
2025,09-28,10:00,52.832459,-119.269821,0.6
2025,09-28,12:00,52.832459,-119.269821,0.7
2025,09-28,14:00,52.832459,-119.269821,0.9
2025,09-28,16:00,52.832459,-119.269821,0.4
2025,09-28,18:00,52.832459,-119.269821,0.2
2025,09-28,20:00,52.832459,-119.269821,0.2
2025,09-28,22:00,52.832459,-119.269821,0.8
2025,09-28,00:00,50.955122,-113.969742,4.3
2025,09-28,02:00,50.955122,-113.969742,6.2
2025,09-28,04:00,50.955122,-113.969742,9.0
2025,09-28,06:00,50.955122,-113.969742,19.1
2025,09-28,00:00,45.143141,-122.854708,2.7
2025,09-28,02:00,45.143141,-122.854708,4.2
2025,09-28,04:00,45.143141,-122.854708,4.8
2025,09-28,06:00,45.143141,-122.854708,5.1
2025,09-28,08:00,45.143141,-122.854708,5.6
2025,09-28,10:00,45.143141,-122.854708,4.5
2025,09-28,12:00,45.143141,-122.854708,4.2
2025,09-28,14:00,45.143141,-122.854708,3.3
2025,09-28,16:00,45.143141,-122.854708,3.2
2025,09-28,18:00,45.143141,-122.854708,5.1
2025,09-28,20:00,45.143141,-122.854708,2.0
2025,09-28,22:00,45.143141,-122.854708,1.6
2025,09-28,00:00,38.3178,-85.8333,7.3
2025,09-28,02:00,38.3178,-85.8333,16.7
2025,09-28,04:00,38.3178,-85.8333,10.7
2025,09-28,06:00,38.3178,-85.8333,9.2
2025,09-28,08:00,38.3178,-85.8333,13.4
2025,09-28,10:00,38.3178,-85.8333,11.1
2025,09-28,12:00,38.3178,-85.8333,12.9
2025,09-28,14:00,38.3178,-85.8333,7.2
2025,09-28,16:00,38.3178,-85.8333,11.7
2025,09-28,18:00,38.3178,-85.8333,3.6
2025,09-28,20:00,38.3178,-85.8333,4.9
2025,09-28,22:00,38.3178,-85.8333,12.1
2025,09-28,00:00,39.478686,-84.397112,22.9
2025,09-28,02:00,39.478686,-84.397112,45.6
2025,09-28,04:00,39.478686,-84.397112,31.6
2025,09-28,06:00,39.478686,-84.397112,36.3
2025,09-28,08:00,39.478686,-84.397112,25.7
2025,09-28,12:00,39.478686,-84.397112,17.3
2025,09-28,14:00,39.478686,-84.397112,15.9
2025,09-28,16:00,39.478686,-84.397112,10.8
2025,09-28,18:00,39.478686,-84.397112,11.4
2025,09-28,20:00,39.478686,-84.397112,10.0
2025,09-28,22:00,39.478686,-84.397112,10.5
2025,09-28,04:00,34.1785,-118.36865,7.65
2025,09-28,10:00,34.1785,-118.36865,9.1
2025,09-28,22:00,33.83612,-118.21385,6.53
2025,09-28,16:00,34.27114,-118.40617,9.43
2025,09-28,22:00,34.27114,-118.40617,12.41
2025,09-28,00:00,34.05627,-118.4947,5.16
2025,09-28,18:00,34.05627,-118.4947,9.81
2025,09-28,08:00,34.04462,-118.46293,8.33
2025,09-28,18:00,33.98316,-118.21163,6.65
2025,09-28,00:00,43.24132,-79.88941,6.0
2025,09-28,02:00,43.24132,-79.88941,7.0
2025,09-28,04:00,43.24132,-79.88941,6.0
2025,09-28,06:00,43.24132,-79.88941,6.0
2025,09-28,08:00,43.24132,-79.88941,7.0
2025,09-28,10:00,43.24132,-79.88941,8.0
2025,09-28,12:00,43.24132,-79.88941,8.0
2025,09-28,14:00,43.24132,-79.88941,6.0
2025,09-28,16:00,43.24132,-79.88941,4.0
2025,09-28,18:00,43.24132,-79.88941,4.0
2025,09-28,20:00,43.24132,-79.88941,4.0
2025,09-28,22:00,43.24132,-79.88941,6.0
2025,09-28,00:00,41.809575,-88.331905,8.894345238095237
2025,09-28,02:00,41.809575,-88.331905,28.99025974025974
2025,09-28,04:00,41.809575,-88.331905,33.493452380952384
2025,09-28,06:00,41.809575,-88.331905,22.34920634920635
2025,09-28,12:00,41.809575,-88.331905,22.19345238095238
2025,09-28,14:00,41.809575,-88.331905,13.11525974025974
2025,09-28,16:00,41.809575,-88.331905,11.623511904761903
2025,09-28,18:00,41.809575,-88.331905,12.395833333333334
2025,09-28,20:00,41.809575,-88.331905,12.732142857142856
2025,09-28,22:00,41.809575,-88.331905,12.446428571428577
2025,09-28,00:00,42.399378,-71.120936,12.394345238095235
2025,09-28,02:00,42.399378,-71.120936,11.946428571428571
2025,09-28,04:00,42.399378,-71.120936,13.301587301587302
2025,09-28,06:00,42.399378,-71.120936,15.754464285714285
2025,09-28,12:00,42.399378,-71.120936,10.911706349206348
2025,09-28,14:00,42.399378,-71.120936,5.865277777777777
2025,09-28,16:00,42.399378,-71.120936,6.87202380952381
2025,09-28,18:00,42.399378,-71.120936,7.678571428571428
2025,09-28,20:00,42.399378,-71.120936,7.513392857142858
